CUSTKEY,CUSTNAME,CUSTADDRESS,SEGMENT,SUPPKEY,SUPPNAME,SUPPADDRESS,NATIONKEY,NATION,REGIONKEY,REGION,PARTKEY,PARTNAME,BRAND,MANUFACTURE,TYPE,QUANTITY,EXTENDEDPRICE,TAX
143,Customer#000000143,681r22uL452zqk 8By7I9o9enQfx0,MACHINERY,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,3,spring green yellow purple cornsilk,Brand#42,Manufacturer#4,STANDARD POLISHED BRASS,12,10836,0.06
52,Customer#000000052,7 QOqGqqSy9jfV51BC71jcHJSD0,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,68,bisque ivory mint purple almond,Brand#11,Manufacturer#1,PROMO ANODIZED STEEL,3,2904.18,0.02
122,Customer#000000122,yp5slqoNd26lAENZW3a67wSfXA6hTF,HOUSEHOLD,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,72,hot spring yellow azure dodger,Brand#23,Manufacturer#2,STANDARD ANODIZED TIN,34,33050.38,0
112,Customer#000000112,RcfgG3bO7QeCnfjqJT1,FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,26,beige frosted moccasin chocolate snow,Brand#32,Manufacturer#3,SMALL BRUSHED STEEL,8,7408.16,0.01
76,Customer#000000076,"m3sbCvjMOHyaOofH,e UkGPtqc4",FURNITURE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,110,firebrick navy rose beige black,Brand#33,Manufacturer#3,STANDARD BURNISHED COPPER,8,8080.88,0.05
76,Customer#000000076,"m3sbCvjMOHyaOofH,e UkGPtqc4",FURNITURE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,69,lace burnished rosy antique metallic,Brand#52,Manufacturer#5,MEDIUM POLISHED BRASS,49,47483.94,0
2,Customer#000000002,"XSTf4,NCwDVaWNe6tEgvwfmRchLXak",AUTOMOBILE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,103,navy sky spring orchid forest,Brand#25,Manufacturer#2,MEDIUM PLATED BRASS,22,22068.2,0.03
55,Customer#000000055,zIRBR4KNEl HzaiV3a i9n6elrxzDEh8r8pDom,MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,148,yellow white ghost lavender salmon,Brand#31,Manufacturer#3,STANDARD PLATED STEEL,29,30396.06,0.04
95,Customer#000000095,"EU0xvmWvOmUUn5J,2z85DQyG7QCJ9Xq7",MACHINERY,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,200,peach cornsilk navy rosy red,Brand#54,Manufacturer#5,MEDIUM POLISHED BRASS,20,22004,0.03
11,Customer#000000011,PkWS 3HlXqwTuzrKg633BEi,BUILDING,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,143,bisque dodger blanched steel maroon,Brand#34,Manufacturer#3,ECONOMY PLATED TIN,45,46941.3,0.02
64,Customer#000000064,"MbCeGY20kaKK3oalJD,OT",BUILDING,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,181,antique plum smoke pink dodger,Brand#24,Manufacturer#2,MEDIUM PLATED STEEL,1,1081.18,0.03
38,Customer#000000038,a5Ee5e9568R8RLP 2ap7,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,4,cornflower chocolate smoke green pink,Brand#34,Manufacturer#3,SMALL PLATED BRASS,37,33448,0.08
97,Customer#000000097,"OApyejbhJG,0Iw3j rd1M",AUTOMOBILE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,175,magenta blue chartreuse tan green,Brand#11,Manufacturer#1,PROMO ANODIZED TIN,5,5375.85,0.03
97,Customer#000000097,"OApyejbhJG,0Iw3j rd1M",AUTOMOBILE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,52,lemon midnight lace sky deep,Brand#35,Manufacturer#3,STANDARD BURNISHED TIN,24,22849.2,0.02
62,Customer#000000062,"upJK2Dnw13,",MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,7,moccasin green thistle khaki floral,Brand#11,Manufacturer#1,SMALL PLATED COPPER,37,33559,0.03
97,Customer#000000097,"OApyejbhJG,0Iw3j rd1M",AUTOMOBILE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,49,light firebrick cyan puff blue,Brand#24,Manufacturer#2,SMALL BURNISHED TIN,16,15184.64,0
97,Customer#000000097,"OApyejbhJG,0Iw3j rd1M",AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,48,slate thistle cornsilk pale forest,Brand#53,Manufacturer#5,STANDARD BRUSHED STEEL,8,7584.32,0
46,Customer#000000046,eaTXWWm10L9,AUTOMOBILE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,105,dodger slate pale mint navajo,Brand#15,Manufacturer#1,SMALL POLISHED COPPER,32,32163.2,0.02
140,Customer#000000140,"XRqEPiKgcETII,iOLDZp5jA",MACHINERY,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,76,rosy light lime puff sandy,Brand#34,Manufacturer#3,MEDIUM BRUSHED COPPER,21,20497.47,0.01
25,Customer#000000025,Hp8GyFQgGHFYSilH5tBfe,FURNITURE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,133,firebrick black dodger pink salmon,Brand#13,Manufacturer#1,SMALL BRUSHED NICKEL,4,4132.52,0.02
58,Customer#000000058,g9ap7Dk1Sv9fcXEWjpMYpBZIRUohi T,HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,175,magenta blue chartreuse tan green,Brand#11,Manufacturer#1,PROMO ANODIZED TIN,7,7526.19,0.05
49,Customer#000000049,"cNgAeX7Fqrdf7HQN9EwjUa4nxT,68L FKAxzl",FURNITURE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,9,thistle dim navajo dark gainsboro,Brand#43,Manufacturer#4,SMALL BURNISHED STEEL,23,20907,0.04
4,Customer#000000004,XxVSJsLAGtn,MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,191,mint midnight puff forest peach,Brand#31,Manufacturer#3,MEDIUM POLISHED BRASS,44,48012.36,0.07
76,Customer#000000076,"m3sbCvjMOHyaOofH,e UkGPtqc4",FURNITURE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,182,beige cyan burlywood chiffon light,Brand#31,Manufacturer#3,MEDIUM ANODIZED COPPER,20,21643.6,0.03
140,Customer#000000140,"XRqEPiKgcETII,iOLDZp5jA",MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,8,misty lace thistle snow royal,Brand#44,Manufacturer#4,PROMO BURNISHED TIN,26,23608,0.08
148,Customer#000000148,BhSPlEWGvIJyT9swk vCWE,HOUSEHOLD,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,181,antique plum smoke pink dodger,Brand#24,Manufacturer#2,MEDIUM PLATED STEEL,5,5405.9,0.07
110,Customer#000000110,mymPfgphaYXNYtk,AUTOMOBILE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,85,dim deep aquamarine smoke pale,Brand#55,Manufacturer#5,PROMO ANODIZED NICKEL,4,3940.32,0.02
61,Customer#000000061,9kndve4EAJxhg3veF BfXr7AqOsT39o gtqjaYE,FURNITURE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,181,antique plum smoke pink dodger,Brand#24,Manufacturer#2,MEDIUM PLATED STEEL,37,40003.66,0.04
109,Customer#000000109,OOOkYBgCMzgMQXUmkocoLb56rfrdWp2NE2c,BUILDING,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,61,light tan linen tomato peach,Brand#54,Manufacturer#5,SMALL BURNISHED NICKEL,18,17299.08,0.05
97,Customer#000000097,"OApyejbhJG,0Iw3j rd1M",AUTOMOBILE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,100,cyan orchid indian cornflower saddle,Brand#33,Manufacturer#3,ECONOMY ANODIZED TIN,26,26002.6,0
34,Customer#000000034,"Q6G9wZ6dnczmtOx509xgE,M2KV",HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,186,grey purple chocolate turquoise plum,Brand#23,Manufacturer#2,ECONOMY BRUSHED TIN,5,5430.9,0.05
79,Customer#000000079,"n5hH2ftkVRwW8idtD,BmM2",MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,192,thistle puff pink cream orange,Brand#34,Manufacturer#3,STANDARD BRUSHED COPPER,21,22935.99,0.04
137,Customer#000000137,cdW91p92rlAEHgJafqYyxf1Q,HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,133,firebrick black dodger pink salmon,Brand#13,Manufacturer#1,SMALL BRUSHED NICKEL,34,35126.42,0.06
137,Customer#000000137,cdW91p92rlAEHgJafqYyxf1Q,HOUSEHOLD,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,157,navajo linen coral brown forest,Brand#11,Manufacturer#1,ECONOMY ANODIZED STEEL,18,19028.7,0.02
50,Customer#000000050,9SzDYlkzxByyJ1QeTI o,MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,126,burnished black blue metallic orchid,Brand#45,Manufacturer#4,MEDIUM BRUSHED NICKEL,30,30783.6,0.04
64,Customer#000000064,"MbCeGY20kaKK3oalJD,OT",BUILDING,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,128,dark burlywood burnished snow sky,Brand#22,Manufacturer#2,PROMO PLATED TIN,46,47293.52,0
1,Customer#000000001,"IVhzIApeRb ot,c,E",BUILDING,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,85,dim deep aquamarine smoke pale,Brand#55,Manufacturer#5,PROMO ANODIZED NICKEL,28,27582.24,0.03
82,Customer#000000082,"zhG3EZbap4c992Gj3bK,3Ne,Xn",AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,195,bisque sienna hot goldenrod khaki,Brand#41,Manufacturer#4,STANDARD BRUSHED NICKEL,28,30665.32,0.06
139,Customer#000000139,3ElvBwudHKL02732YexGVFVt ,MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,91,misty bisque lavender spring turquoise,Brand#21,Manufacturer#2,STANDARD BRUSHED TIN,17,16848.53,0.06
134,Customer#000000134,sUiZ78QCkTQPICKpA9OBzkUp2FM,BUILDING,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,147,honeydew orange dodger linen lace,Brand#11,Manufacturer#1,MEDIUM PLATED COPPER,14,14659.96,0.06
8,Customer#000000008,"I0B10bB0AymmC, 0PrRYBCP1yGJ8xcBPmWhl5",BUILDING,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,134,steel beige mint maroon indian,Brand#42,Manufacturer#4,SMALL POLISHED STEEL,46,47569.98,0.01
8,Customer#000000008,"I0B10bB0AymmC, 0PrRYBCP1yGJ8xcBPmWhl5",BUILDING,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,85,dim deep aquamarine smoke pale,Brand#55,Manufacturer#5,PROMO ANODIZED NICKEL,33,32507.64,0.07
64,Customer#000000064,"MbCeGY20kaKK3oalJD,OT",BUILDING,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,171,beige violet black magenta chartreuse,Brand#11,Manufacturer#1,STANDARD BURNISHED COPPER,18,19281.06,0
110,Customer#000000110,mymPfgphaYXNYtk,AUTOMOBILE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,189,dodger moccasin lemon purple thistle,Brand#22,Manufacturer#2,MEDIUM BRUSHED BRASS,38,41388.84,0.05
31,Customer#000000031,LUACbO0viaAv6eXOAebryDB xjVst,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,34,khaki steel rose ghost salmon,Brand#13,Manufacturer#1,LARGE BRUSHED STEEL,6,5604.18,0.05
50,Customer#000000050,9SzDYlkzxByyJ1QeTI o,MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,51,lime frosted indian dodger linen,Brand#45,Manufacturer#4,ECONOMY BURNISHED NICKEL,49,46601.45,0.03
55,Customer#000000055,zIRBR4KNEl HzaiV3a i9n6elrxzDEh8r8pDom,MACHINERY,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,165,white dim cornflower sky seashell,Brand#15,Manufacturer#1,STANDARD PLATED STEEL,22,23433.52,0.03
55,Customer#000000055,zIRBR4KNEl HzaiV3a i9n6elrxzDEh8r8pDom,MACHINERY,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,77,mint bisque chiffon snow firebrick,Brand#52,Manufacturer#5,STANDARD BRUSHED COPPER,48,46899.36,0.05
64,Customer#000000064,"MbCeGY20kaKK3oalJD,OT",BUILDING,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,65,slate drab medium puff gainsboro,Brand#53,Manufacturer#5,MEDIUM BRUSHED COPPER,6,5790.36,0.05
61,Customer#000000061,9kndve4EAJxhg3veF BfXr7AqOsT39o gtqjaYE,FURNITURE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,62,tan cornsilk spring grey chocolate,Brand#35,Manufacturer#3,STANDARD BRUSHED BRASS,20,19241.2,0.07
76,Customer#000000076,"m3sbCvjMOHyaOofH,e UkGPtqc4",FURNITURE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,13,ghost olive orange rosy thistle,Brand#55,Manufacturer#5,MEDIUM BURNISHED NICKEL,6,5478.06,0.01
145,Customer#000000145,kQjHmt2kcec cy3hfMh969u,HOUSEHOLD,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,71,violet firebrick cream peru white,Brand#33,Manufacturer#3,STANDARD PLATED BRASS,16,15537.12,0.01
145,Customer#000000145,kQjHmt2kcec cy3hfMh969u,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,186,grey purple chocolate turquoise plum,Brand#23,Manufacturer#2,ECONOMY BRUSHED TIN,48,52136.64,0.07
40,Customer#000000040,gOnGWAyhSV1ofv,BUILDING,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,134,steel beige mint maroon indian,Brand#42,Manufacturer#4,SMALL POLISHED STEEL,1,1034.13,0.07
74,Customer#000000074,"IkJHCA3ZThF7qL7VKcrU nRLl,kylf ",MACHINERY,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,152,white sky antique tomato chartreuse,Brand#53,Manufacturer#5,MEDIUM POLISHED STEEL,25,26303.75,0.07
149,Customer#000000149,3byTHCp2mNLPigUrrq,AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,126,burnished black blue metallic orchid,Brand#45,Manufacturer#4,MEDIUM BRUSHED NICKEL,4,4104.48,0.04
2,Customer#000000002,"XSTf4,NCwDVaWNe6tEgvwfmRchLXak",AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,120,pink powder mint moccasin navajo,Brand#14,Manufacturer#1,SMALL ANODIZED NICKEL,41,41824.92,0.06
139,Customer#000000139,3ElvBwudHKL02732YexGVFVt ,MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,50,linen blanched tomato slate medium,Brand#33,Manufacturer#3,LARGE ANODIZED TIN,14,13300.7,0.04
139,Customer#000000139,3ElvBwudHKL02732YexGVFVt ,MACHINERY,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,5,forest brown coral puff cream,Brand#32,Manufacturer#3,STANDARD POLISHED TIN,14,12670,0.07
148,Customer#000000148,BhSPlEWGvIJyT9swk vCWE,HOUSEHOLD,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,119,olive metallic slate peach green,Brand#43,Manufacturer#4,LARGE POLISHED STEEL,35,35668.85,0.07
47,Customer#000000047,b0UgocSqEW5 gdVbhNT,BUILDING,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,61,light tan linen tomato peach,Brand#54,Manufacturer#5,SMALL BURNISHED NICKEL,49,47091.94,0.08
104,Customer#000000104,9mcCK L7rt0SwiYtrbO88DiZS7U d7M,FURNITURE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,47,honeydew red azure magenta brown,Brand#45,Manufacturer#4,LARGE BURNISHED BRASS,13,12311.52,0.03
43,Customer#000000043,ouSbjHk8lh5fKX3zGso3ZSIj9Aa3PoaFd,MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,107,violet honeydew bisque sienna orchid,Brand#53,Manufacturer#5,SMALL BURNISHED TIN,8,8056.8,0.07
40,Customer#000000040,gOnGWAyhSV1ofv,BUILDING,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,164,orange cyan magenta navajo indian,Brand#23,Manufacturer#2,LARGE PLATED BRASS,28,29796.48,0.04
131,Customer#000000131,"jyN6lAjb1FtH10rMC,XzlWyCBrg75",HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,86,green blanched firebrick dim cream,Brand#44,Manufacturer#4,STANDARD PLATED TIN,44,43387.52,0.06
82,Customer#000000082,"zhG3EZbap4c992Gj3bK,3Ne,Xn",AUTOMOBILE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,55,sky cream deep tomato rosy,Brand#23,Manufacturer#2,ECONOMY BRUSHED COPPER,43,41067.15,0.01
46,Customer#000000046,eaTXWWm10L9,AUTOMOBILE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,124,wheat blush forest metallic navajo,Brand#32,Manufacturer#3,PROMO ANODIZED STEEL,26,26627.12,0.08
65,Customer#000000065,"RGT yzQ0y4l0H90P783LG4U95bXQFDRXbWa1sl,X",AUTOMOBILE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,197,lawn lemon khaki rosy blue,Brand#52,Manufacturer#5,SMALL ANODIZED COPPER,13,14263.47,0.06
148,Customer#000000148,BhSPlEWGvIJyT9swk vCWE,HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,54,blanched mint yellow papaya cyan,Brand#21,Manufacturer#2,LARGE BURNISHED COPPER,37,35299.85,0
61,Customer#000000061,9kndve4EAJxhg3veF BfXr7AqOsT39o gtqjaYE,FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,115,spring chiffon cream orchid dodger,Brand#45,Manufacturer#4,STANDARD POLISHED STEEL,13,13196.43,0.02
1,Customer#000000001,"IVhzIApeRb ot,c,E",BUILDING,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,92,blush magenta ghost tomato rose,Brand#22,Manufacturer#2,STANDARD ANODIZED TIN,26,25794.34,0.04
94,Customer#000000094,IfVNIN9KtkScJ9dUjK3Pg5gY1aFeaXewwf,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,62,tan cornsilk spring grey chocolate,Brand#35,Manufacturer#3,STANDARD BRUSHED BRASS,15,14430.9,0.07
89,Customer#000000089,"dtR, y9JQWUO6FoJExyp8whOU",FURNITURE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,2,blush thistle blue yellow saddle,Brand#13,Manufacturer#1,LARGE BRUSHED BRASS,17,15334,0.01
143,Customer#000000143,681r22uL452zqk 8By7I9o9enQfx0,MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,86,green blanched firebrick dim cream,Brand#44,Manufacturer#4,STANDARD PLATED TIN,4,3944.32,0.02
115,Customer#000000115,0WFt1IXENmUT2BgbsB0ShVKJZt0HCBCbFl0aHc,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,30,cream misty steel spring medium,Brand#42,Manufacturer#4,PROMO ANODIZED TIN,1,930.03,0.06
65,Customer#000000065,"RGT yzQ0y4l0H90P783LG4U95bXQFDRXbWa1sl,X",AUTOMOBILE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,161,metallic khaki navy forest cyan,Brand#22,Manufacturer#2,STANDARD PLATED TIN,45,47752.2,0.06
58,Customer#000000058,g9ap7Dk1Sv9fcXEWjpMYpBZIRUohi T,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,68,bisque ivory mint purple almond,Brand#11,Manufacturer#1,PROMO ANODIZED STEEL,17,16457.02,0.01
106,Customer#000000106,xGCOEAUjUNG,MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,134,steel beige mint maroon indian,Brand#42,Manufacturer#4,SMALL POLISHED STEEL,22,22750.86,0.01
106,Customer#000000106,xGCOEAUjUNG,MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,38,seashell papaya white mint brown,Brand#43,Manufacturer#4,ECONOMY ANODIZED BRASS,9,8442.27,0.02
139,Customer#000000139,3ElvBwudHKL02732YexGVFVt ,MACHINERY,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,13,ghost olive orange rosy thistle,Brand#55,Manufacturer#5,MEDIUM BURNISHED NICKEL,46,41998.46,0.02
124,Customer#000000124,"aTbyVAW5tCd,v09O",AUTOMOBILE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,68,bisque ivory mint purple almond,Brand#11,Manufacturer#1,PROMO ANODIZED STEEL,1,968.06,0.01
142,Customer#000000142,"AnJ5lxtLjioClr2khl9pb8NLxG2,",AUTOMOBILE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,55,sky cream deep tomato rosy,Brand#23,Manufacturer#2,ECONOMY BRUSHED COPPER,46,43932.3,0.02
142,Customer#000000142,"AnJ5lxtLjioClr2khl9pb8NLxG2,",AUTOMOBILE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,191,mint midnight puff forest peach,Brand#31,Manufacturer#3,MEDIUM POLISHED BRASS,39,21278.205,0.04
8,Customer#000000008,"I0B10bB0AymmC, 0PrRYBCP1yGJ8xcBPmWhl5",BUILDING,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,105,dodger slate pale mint navajo,Brand#15,Manufacturer#1,SMALL POLISHED COPPER,11,11056.1,0.08
8,Customer#000000008,"I0B10bB0AymmC, 0PrRYBCP1yGJ8xcBPmWhl5",BUILDING,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,13,ghost olive orange rosy thistle,Brand#55,Manufacturer#5,MEDIUM BURNISHED NICKEL,25,22825.25,0.02
119,Customer#000000119,M1ETOIecuvH8DtM0Y0nryXfW,FURNITURE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,182,beige cyan burlywood chiffon light,Brand#31,Manufacturer#3,MEDIUM ANODIZED COPPER,9,9739.62,0.05
43,Customer#000000043,ouSbjHk8lh5fKX3zGso3ZSIj9Aa3PoaFd,MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,120,pink powder mint moccasin navajo,Brand#14,Manufacturer#1,SMALL ANODIZED NICKEL,40,20402.4,0.075
95,Customer#000000095,"EU0xvmWvOmUUn5J,2z85DQyG7QCJ9Xq7",MACHINERY,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,58,linen hot cornsilk drab bisque,Brand#53,Manufacturer#5,STANDARD POLISHED TIN,15,14370.75,0.08
142,Customer#000000142,"AnJ5lxtLjioClr2khl9pb8NLxG2,",AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,2,blush thistle blue yellow saddle,Brand#13,Manufacturer#1,LARGE BRUSHED BRASS,24,21648,0.07
46,Customer#000000046,eaTXWWm10L9,AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,136,cornsilk maroon blanched thistle rosy,Brand#22,Manufacturer#2,SMALL PLATED STEEL,44,45589.72,0.01
70,Customer#000000070,mFowIuhnHjp2GjCiYYavkW kUwOjIaTCQ,FURNITURE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,72,hot spring yellow azure dodger,Brand#23,Manufacturer#2,STANDARD ANODIZED TIN,5,4860.35,0.08
119,Customer#000000119,M1ETOIecuvH8DtM0Y0nryXfW,FURNITURE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,65,slate drab medium puff gainsboro,Brand#53,Manufacturer#5,MEDIUM BRUSHED COPPER,42,40532.52,0.08
